from_city,to_city,bus_name,bus_number,departure_time,arrival_time,duration,type,price,available_seats,total_seats,rating,features,starting_point,women_special
Trichy,Chennai,TNSTC Non-AC Seater,TN-37-MY-8537,22:15,04:39,6h 24m,Non-AC Sleeper,249,20,30,3.7,-,Trichy,No
Trichy,Chennai,Vivegam Travels Non-AC Seater,TN-29-YS-9574,19:30,01:54,6h 24m,Non-AC Seater,1095,23,44,5.0,WiFi,Trichy,Yes
Trichy,Chennai,SETC Non-AC Sleeper,TN-08-DI-3636,22:00,04:24,6h 24m,Non-AC Sleeper,480,13,44,4.6,-,Trichy,Yes
Trichy,Chennai,SETC AC Sleeper,TN-67-NL-9814,19:00,01:24,6h 24m,AC Seater,230,39,40,4.2,-,Trichy,Yes
Trichy,Chennai,Parveen Travels AC Sleeper,TN-36-PZ-0662,23:45,06:09,6h 24m,Non-AC Seater,479,12,50,3.9,USB,Trichy,No
Trichy,Chennai,Parveen Travels Non-AC Sleeper,TN-33-UD-1431,23:00,05:24,6h 24m,AC Sleeper,767,20,36,3.7,Water Bottle,Trichy,Yes
Trichy,Chennai,SRM Travels AC Seater,TN-23-TH-7287,23:45,06:09,6h 24m,Non-AC Sleeper,380,32,50,3.7,Water Bottle,Trichy,No
Trichy,Chennai,TNSTC AC Sleeper,TN-29-SY-8305,22:45,05:09,6h 24m,AC Seater,520,20,36,4.5,-,Trichy,No
Trichy,Chennai,Vivegam Travels AC Seater,TN-82-GK-0501,21:15,03:39,6h 24m,AC Sleeper,864,5,44,4.5,Blanket,Trichy,Yes
Ramanathapuram,Trivandrum,SETC AC Sleeper,TN-77-OG-0649,20:30,08:26,11h 56m,AC Sleeper,630,20,30,4.2,-,Ramanathapuram,Yes
Salem,Kochi,ABT Travels Non-AC Sleeper,TN-73-IK-6473,19:45,07:20,11h 35m,AC Sleeper,928,28,44,3.9,Charging Port,Salem,No
Theni,Palakkad,SETC AC Sleeper,TN-84-NH-1322,21:00,06:34,9h 34m,Non-AC Sleeper,567,27,40,3.5,-,Theni,No
Coimbatore,Kochi,SETC Non-AC Sleeper,TN-92-AR-8510,19:00,06:27,11h 27m,AC Seater,688,24,50,4.7,-,Coimbatore,No
Trichy,Bangalore,SETC AC Seater,TN-78-YQ-0113,20:45,04:34,7h 49m,AC Sleeper,506,27,30,4.6,-,Trichy,No
Erode,Mysore,TNSTC Non-AC Sleeper,TN-89-KA-9594,19:00,03:27,8h 27m,Non-AC Seater,796,33,44,4.1,-,Erode,No
Kanyakumari,Ernakulam,SRS Travels Non-AC Seater,TN-67-QF-5159,18:30,02:24,7h 54m,AC Sleeper,1152,7,44,4.1,Water Bottle,Kanyakumari,Yes
Coimbatore,Bangalore,Parveen Travels AC Sleeper,TN-77-HY-9183,18:30,04:25,9h 55m,AC Seater,422,30,40,4.7,-,Coimbatore,No
Kumbakonam,Bangalore,Parveen Travels Non-AC Sleeper,TN-85-QB-4904,19:15,05:59,10h 44m,AC Seater,775,14,44,3.6,WiFi,Kumbakonam,No
Kanyakumari,Calicut,TNSTC AC Seater,TN-20-FY-4239,21:00,04:44,7h 44m,Non-AC Sleeper,548,17,40,4.7,-,Kanyakumari,No
Thanjavur,Mysore,Vivegam Travels AC Seater,TN-82-BW-0019,23:30,05:56,6h 26m,AC Sleeper,1113,25,30,4.7,WiFi,Thanjavur,Yes
Tirunelveli,Bangalore,Parveen Travels Non-AC Seater,TN-27-PC-5415,18:30,05:58,11h 28m,AC Sleeper,868,20,44,4.8,-,Tirunelveli,Yes
Ramanathapuram,Calicut,TNSTC AC Sleeper,TN-99-AC-7943,23:30,06:13,6h 43m,AC Sleeper,652,9,40,3.8,-,Ramanathapuram,No
Kumbakonam,Ernakulam,SETC AC Seater,TN-39-ZP-8208,20:00,04:18,8h 18m,Non-AC Seater,627,11,36,4.5,-,Kumbakonam,Yes
Vellore,Mysore,ABT Travels AC Seater,TN-40-OT-8239,22:15,07:54,9h 39m,Non-AC Sleeper,482,19,36,3.6,WiFi,Vellore,No
Salem,Mysore,SRS Travels AC Seater,TN-84-ZV-9433,18:45,05:33,10h 48m,Non-AC Sleeper,817,35,44,3.8,Charging Port,Salem,Yes
Tirunelveli,Calicut,KPN Travels Non-AC Seater,TN-51-KL-9395,18:00,04:25,10h 25m,Non-AC Sleeper,630,30,44,4.5,Blanket,Tirunelveli,No
Hosur,Bangalore,TNSTC AC Seater,TN-24-BM-1050,23:45,10:18,10h 33m,AC Sleeper,360,41,50,3.8,-,Hosur,No
Ramanathapuram,Kochi,ABT Travels Non-AC Seater,TN-72-EF-9437,21:30,07:13,9h 43m,Non-AC Sleeper,709,11,36,4.9,USB,Ramanathapuram,Yes
Trichy,Ernakulam,ABT Travels AC Seater,TN-24-PC-2849,19:15,05:20,10h 5m,Non-AC Seater,1423,37,40,3.8,Water Bottle,Trichy,Yes
